"","Authors","Title","Year","Cited.by","Affiliations","EID"
"1","Napoli C., Dente M.G., Kärki T., Riccardo F., Rossi P., Declich S.","Screening for infectious diseases among newly arrived migrants: Experiences and practices in Non-EU countries of the Mediterranean basin and black sea",2015,NA,"National Centre for Epidemiology, Surveillance and Health Promotion, National Institute of Health (Istituto Superiore di Sanità, ISS), viale Regina Elena 299, Rome, Italy; European Centre for Disease Prevention and Control (ECDC), Tomtebodavägen 11a, Stockholm, Sweden; DG Communication and European and International Relations—Italian Ministry of Health, Lungotevere Ripa 1, Rome, Italy; National Institute of Health, Istituto Superiore di Sanità, ISS, viale Regina Elena 299, Rome, Italy","2-s2.0-84949255768"
"2","Taran K.V., Svechnikova N.V., Buslaev S.I.","The activities of All-Russian Peasant Union on the Black Sea Province during the first Russian revolution",2015,NA,"International Network Center for Fundamental and Applied Research, Russian Federation; Plekhanov Russian University of Economics, Stremyanny lane, 36, Moscow, Russian Federation; Financial University under the Government of the Russian Federation, Shcherbakovskaya street, 38, Moscow, Russian Federation","2-s2.0-84955262829"
"3","Polyakova L.G., Ageeva V.A., Balaniuk L.L.","The evolution of public views of the Black Sea province during the First World War",2015,NA,"International Network Center for Fundamental and Applied Research, Russian Federation; Taganrog Institute Named after A.P. Chekhov, Branch of the Rostov State University of Economics (RINH), 46, Initsiativnaya Street, Taganrog, Rostov Region, Russian Federation; Plekhanov Russian University of Economics, Stremyanny lane, 36, Moscow, Russian Federation","2-s2.0-84955285015"
"4","Necmioglu O., Özel N.M.","Earthquake Scenario-Based Tsunami Wave Heights in the Eastern Mediterranean and Connected Seas",2015,NA,"Kandilli Observatory and Earthquake Research Institute, Bogaziçi University, Istanbul, Turkey","2-s2.0-84948126279"
"5","Sirkova I.","Duct occurrence and characteristics for Bulgarian Black sea shore derived from ECMWF data",2015,NA,"Institute of Electronics, Bulgarian Academy of Sciences, 72 Tzarigradsko chaussee, Sofia, Bulgaria","2-s2.0-84945411795"
"6","Özer A., Güneyda<U+0287> S.","Seasonality and host-parasite interrelationship of Mytilus galloprovincialis parasites in Turkish Black Sea coasts",2015,NA,"Faculty of Fisheries and Aquatic Sciences, Sinop University, Sinop, Turkey","2-s2.0-84951569330"
"7","Mityagina M., Lavrova O.","Satellite monitoring of the Black Sea surface pollution",2015,NA,"Space Research Institute, Russian Academy of Sciences, Profsoyuznaya str. 84/32, Moscow, Russian Federation","2-s2.0-84962572655"
"8","Xing J., Spiess V.","Shallow gas transport and reservoirs in the vicinity of deeply rooted mud volcanoes in the central Black Sea",2015,NA,"Department of Geosciences, University of Bremen, Bremen, Germany; Department of Marine Geosciences, Ocean University of China, Qingdao, China","2-s2.0-84939447057"
"9","Malakhova T.V., Kanapatskii T.A., Egorov V.N., Malakhova L.V., Artemov Y.G., Evtushenko D.B., Gulin S.B., Pimenov N.V.","Microbial processes and genesis of methane gas jets in the coastal areas of the Crimean Peninsula",2015,NA,"Kovalevsky Institute of Marine Biological Research, Russian Academy of Sciences, Sevastopol, Russian Federation; Winogradsky Institute of Microbiology, Research Center of Biotechnology, Russian Academy of Sciences, Moscow, Russian Federation","2-s2.0-84948126684"
"10","Koçak M., Mihalopoulos N., Tutsak E., Theodosi C., Zarmpas P., Kalegeri P.","PM10 and PM2.5 composition over the Central Black Sea: origin and seasonal variability",2015,2,"Institute of Marine Sciences, Middle East Technical University, P.O. Box 28, Erdemli, Mersin, Turkey; Department of Chemistry, University of Crete, P.O. Box 2208, Heraklion, Crete, Greece; National Observatory of Athens, IERSD, Lofos Koufou, Penteli, Greece","2-s2.0-84947594169"
"11","Mirzoyeva N., Gulina L., Gulin S., Plotitsina O., Stetsuk A., Arkhipova S., Korkishko N., Eremin O.","Radionuclides and mercury in the salt lakes of the Crimea",2015,1,"Institute of Biology of the Southern Seas (IBSS), Sevastopol, the Crimea, Russian Federation","2-s2.0-84946131377"
"12","Matveeva T.A., Gushchina D.Y., Zolina O.G.","Large-scale indicators of extreme precipitation in coastal natural-economic zones of the European part of Russia",2015,NA,"Lomonosov Moscow State University, GSP-1, Leninskie Gory, Moscow, Russian Federation; Shirshov Institute of Oceanology, Russian Academy of Sciences, Nakhimovskiipr. 36, Moscow, Russian Federation","2-s2.0-84949479698"
"13","Wegwerth A., Ganopolski A., Ménot G., Kaiser J., Dellwig O., Bard E., Lamy F., Arz H.W.","Black Sea temperature response to glacial millennial-scale climate variability",2015,1,"Marine Geology, Leibniz Institute for Baltic Sea Research Warnemünde (IOW), Rostock, Germany; Earth System Analysis, Potsdam Institute for Climate Impact Research (PIK), Potsdam, Germany; Collège de France, CNRS, IRD, CEREGE, Aix-Marseille University, Aix-en-Provence, France; Alfred-Wegener-Institut Helmholtz-Zentrum für Polar und Meeresforschung, Bremerhaven, Germany","2-s2.0-84947038054"
"14","Mousing E.A., Adjou M., Ellegaard M.","Evidence of intensified biogenic silica recycling in the Black Sea after 1970",2015,NA,"Center for Macroecology, Evolution and Climate, Natural History Museum of Denmark, University of Copenhagen, Universitetsparken 15, Copenhagen Ø, Denmark; Department of Plant and Environmental Sciences, University of Copenhagen, Thorvaldsensvej 40, Frederiksberg C, Denmark","2-s2.0-84939634343"
"15","Van Vledder G.P., Akpinar A.","Wave model predictions in the Black Sea: Sensitivity to wind fields",2015,2,"Delft University of Technology, Civil Engineering and Geosciences, Netherlands; VanVledder Consulting, Olst, Netherlands; Uludag University, Department of Civil Engineering, Gorukle Campus, Bursa, Turkey","2-s2.0-84941897010"
"16","Bryukhanov A.L., Korneeva V.A., Pimenov N.V.","Detection of anaerobic sulfate-reducing bacteria in oxygen-containing upper water layers of the Black and Baltic Seas",2015,NA,"Lomonosov Moscow State University, Moscow, Russian Federation; Winogradsky Institute of Microbiology, Russian Academy of Sciences, Moscow, Russian Federation","2-s2.0-84953339696"
"17","Yesilkanat C.M., Kobya Y.","Determination and mapping the spatial distribution of radioactivity of natural spring water in the Eastern Black Sea Region by using artificial neural network method",2015,NA,"Department of Physics, Artvin Çoruh University, Artvin, Turkey; Energy Systems Engineering, Artvin Çoruh University, Artvin, Turkey","2-s2.0-84940502008"
"18","Niculescu S., Lardeux C., Hanganu J., Mercier G., David L.","Change detection in floodable areas of the Danube delta using radar images",2015,NA,"Laboratoire LETG-Brest, Géomer - UMR 6554 CNRS - Rue Dumont d’Urville, Technopôle Brest - Iroise, Plouzané, France; Office National des Forêts, 2, avenue de Saint-Mandé, Paris Cedex 12, France; Danube Delta for Research and Development, 165 Babadag Street, Tulcea, Romania; Institut Télécom, Télécom Bretagne, Lab-STICC/CID - UMR 6285 CNRS, Technopôle Brest - Iroise, CS 83818, Brest Cedex, France","2-s2.0-84938991206"
"19","Boris D., Ruben K.","Wave climate of the Black Sea: An analysis of the observed trends",2015,NA,"Lithodynamics and Geology Lab, Southern Branch of the P.P. Shirshov Institute of Oceanology, Russian Academy of Sciences, Gelendzhik, Russian Federation","2-s2.0-84957664831"
"20","Butunoiu D., Rusu E.","A data assimilation scheme to improve the wave predictions in the Black Sea",2015,NA,"Department of Mechanical Engineering, University 'Dun<U+0259>rea de Jos', Galati, Romania","2-s2.0-84957680804"
"21","Raileanu A., Onea F., Rusu E.","Assessment of the wind energy potential in the coastal environment of two enclosed seas",2015,NA,"Department of Mechanical Engineering, University 'Dun<U+0259>rea de Jos', Galati, Romania","2-s2.0-84957619234"
"22","Pavlov E.D., Ganzha E.V., Kostin V.V., Pavlov D.S.","Cytological state of gonads and level of thyroid and sex steroid hormones in black sea trout Salmo trutta labrax Pall.",2015,1,"Severtsov Institute of Ecology and Evolution, Russian Academy of Sciences, Leninskii pr. 33, Moscow, Russian Federation","2-s2.0-84941336292"
"23","Bony G., Morhange C., Marriner N., Baralis A., Kaniewski D., Rossignol I., Lungu V.","History and influence of the Danube delta lobes on the evolution of the ancient harbour of Orgame (Dobrogea, Romania)",2015,NA,"CEREGE (UMR 6635 CNRS/AMU), Europôle Méditerranéen de l'Arbois, Aix-en-Provence, France; Chrono-Environnement Laboratory (UMR 6249 CNRS), Franche-Comté University, UFR ST, 16 route de Gray, Besançon, France; Louvre Museum, Department of Greek, Etruscan and Roman Antiquities, Paris, cedex 01, France; EcoLab (UMR 5245), 118, route de Narbonne, Bât. 4R1, Toulouse, France; Institute of South-Eastern European Studies, Romanian Academy, Calea 13 Septembrie nr.13, O.P. 22 C.P. 159, Bucharest, Romania","2-s2.0-84935006748"
"24","Vandenbulcke L., Barth A.","A stochastic operational forecasting system of the Black Sea: Technique and validation",2015,1,"Jailoo SRL, Seamod.ro, Valea Iepii nr. 1, Com. Salatrucu, Jud. Arges, Romania; GeoHydrodynamics and Environment Research, University of Liege, Belgium","2-s2.0-84939489874"
"25","Sun H., Tang J.-W., Yao X.-H., Wu Y.-F., Wang X., Liu Y., Lou B.","Partial substitution of fish meal with fermented cottonseed meal in juvenile black sea bream (Acanthopagrus schlegelii) diets",2015,1,"Institute of Plant Protection and Microbiology, Zhejiang Academy of Agriculture Sciences, No. 198, Shiqiao Road, Hangzhou, China; Breeding Laboratory, Marine Fisheries Research Institute of Zhejiang, No.28, Linchengtiyu Road, Zhoushan, China","2-s2.0-84928623271"
"26","Tari G., Fallah M., Kosi W., Floodpage J., Baur J., Bati Z., Sipahioglu N.O.","Is the impact of the Messinian Salinity Crisis in the Black Sea comparable to that of the Mediterranean?",2015,2,"OMV, Vienna, Austria; TOTAL, Paris, France; Turkish Petroleum, Ankara, Turkey","2-s2.0-84942366883"
"27","Gavrikov A.V., Ivanov A.Y.","Anomalously strong bora over the Black Sea: Observations from space and numerical modeling",2015,NA,"Shirshov Institute of Oceanology, Russian Academy of Sciences, Nakhimovskii pr. 36, Moscow, Russian Federation","2-s2.0-84943795488"
"28","Rudneva I.I., Kovyrshina T.B.","Comparative study of the cholinesterase activities in tissues of the round goby Neogobius melanostomus (Gobiidae) from different locations of the Black and Azov seas",2015,NA,"Kovalevsky Marine Biology Research Institute, pr. Nakhimovskii 2, Sevastopol, Republic of Crimea, Russian Federation","2-s2.0-84944448884"
"29","Min’kovskaya R.Y.","Zoning the marine river estuaries based on water salinity variability",2015,NA,"Marine Hydrophysical Institute, ul. Kapitanskaya 2, Sevastopol, Russian Federation","2-s2.0-84945183619"
"30","Oktay E.G.","European neighbourhood policy and azerbaijan: A critical evaluation [Avrupa komsuluk politikasi ve azerbaycan: Elestirel bir degerlendirme]",2015,NA,"Hacettepe University, Department of International Relations, Ankara, Turkey","2-s2.0-84959284616"
"31","Alam M.S., Watanabe W.O., Myers A.R., Rezek T.C., Carroll P.M., Skrabal S.A.","Effects of dietary salt supplementation on growth, body composition, tissue electrolytes, and gill and intestinal Na+/K+ ATPase activities of black sea bass reared at low salinity",2015,1,"University of North Carolina Wilmington, Center for Marine Science, Aquaculture Program, 601, South College Road, Wilmington, NC, United States; University of North Carolina Wilmington, Department of Chemistry and Biochemistry, 601, South College Road, Wilmington, NC, United States","2-s2.0-84929340071"
"32","Merkel A.Y., Korneeva V.A., Tarnovetskii I.Y., Bryukhanov A.L., Chasovnikov V.K., Taranov E.A., Toshchakov S.V., Pimenov N.V.","Structure of the archaeal community in the Black Sea photic zone",2015,1,"Winogradsky Institute of Microbiology, Russian Academy of Sciences, Moscow, Russian Federation; Lomonosov Moscow State University, Moscow, Russian Federation; Shirshov Institute of Oceanology, Southern Branch, Gelendzhik, Russian Federation; Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation","2-s2.0-84938093294"
"33","Kubryakov A.A., Shokurov M.V., Stanichny S.V., Anisimov A.E.","Land–sea temperature contrasts in the black sea region and their impact on surface wind variability",2015,2,"Marine Hydrophysical Institute, str. Kapitanskaya 2, Sevastopol, Russian Federation","2-s2.0-84939217608"
"34","Titov V.B., Kuzevanova N.I.","Extreme interannual variations of air temperature on the Black Sea coast",2015,NA,"Shirshov Institute of Oceanology, Southern Branch, Russian Academy of Sciences, ul. Prostornaya 1, Gelendzhik, Krasnodar krai, Russian Federation","2-s2.0-84938565931"
"35","Efimov V.V., Savchenko A.O., Anisimov A.E.","The extreme winter cooling of the Black Sea",2015,NA,"Marine Hydrophysical Institute, ul. Kapitanskaya 2, Sevastopol, Russian Federation","2-s2.0-84938575922"
"36","Polyakova T.A.","Description of Echinobothrium typus van Beneden, 1849 (Platyhelminthes: Diphyllidea) from Raja clavata Linnaeus, 1758 (Pisces: Rajidae) in the Black Sea",2015,NA,"Kovalevsky Institute of Biology of the Southern Seas, ul. Nakhimova 2, Sevastopol, Crimea, Russian Federation","2-s2.0-84940643661"
"37","Finenko G.A., Abolmasova G.I., Datsyk N.A., Anninsky B.E.","The effect of the ctenophore Mnemiopsis leidyi A. Agassiz, 1865 (Ctenophora: Lobata) on the population density and species composition of mesoplankton in inshore waters of the Crimea",2015,NA,"Kovalevsky Institute of the Biology of the Southern Seas, ul. Nakhimova 2, Sevastopol, Russian Federation","2-s2.0-84940642221"
"38","Gostyukhina O.L., Andreenko T.I.","Low molecular weight components of antioxidative defense system in the Black Sea mollusk Anadara Kagoshimensis Brugùiere",2015,NA,"Kovalevsky Institute of Marine Biological Research, Sevastopol, Russian Federation; Sevastopol State University, Sevastopol, Russian Federation","2-s2.0-84943598336"
"39","Mülayim A., Balkis H.","Toxic metal (Pb, Cd, Cr, and Hg) levels in Rapana venosa (Valenciennes, 1846), Eriphia verrucosa (Forskal, 1775), and sediment samples from the Black Sea littoral (Thrace, Turkey)",2015,1,"Istanbul University, Faculty of Science, Department of Biology, Vezneciler, Istanbul, Turkey","2-s2.0-84933671922"
"40","Novikova S.A., Shnyukov Y.F., Sokol E.V., Kozmenko O.A., Semenova D.V., Kutny V.A.","A methane-derived carbonate build-up at a cold seep on the Crimean slope, north-western Black Sea",2015,2,"V.S. Sobolev Institute of Geology and Mineralogy, Siberian Branch of the RAS, 3, Akademik Koptyug Ave., Novosibirsk, Russian Federation; Government Scientific Institution Department of Marine Geology and Sedimentary Ore Formation, National Academy of Sciences of Ukraine, 55B, O.Gonchar street, Kiev, Ukraine","2-s2.0-84924275555"
"41","Kobya Y., Yesilkanat C.M.","Investigation of Cs-137 and K-40 activities of natural spring waters of the Eastern Black Sea Region, Turkey",2015,1,"Faculty of Engineering, Energy Systems Engineering, Artvin Çoruh University, Artvin, Turkey; Faculty of Art and Science, Department of Physics, Artvin Çoruh University, Artvin, Turkey","2-s2.0-84940004176"
"42","Vasiliev I., Reichart G.-J., Grothe A., Sinninghe Damsté J.S., Krijgsman W., Sangiorgi F., Weijers J.W.H., van Roij L.","Recurrent phases of drought in the upper Miocene of the Black Sea region",2015,3,"Organic Geochemistry, Department of Earth Sciences, Utrecht University, Budapestlaan 4, Utrecht, Netherlands; Paleomagnetic Laboratory 'Fort Hoofddijk', Department of Earth Sciences, Utrecht University, Budapestlaan 17, Utrecht, Netherlands; Royal Netherlands Institute of Sea Research, P.O. Box 59, Den Burg, Texel, Netherlands; Marine Palynology and Paleoceanography, Laboratory of Palaeobotany and Palynology, Department of Earth Sciences, Utrecht University, Budapestlaan 4, Utrecht, Netherlands","2-s2.0-84922441974"
"43","Gulin S.B., Egorov V.N., Duka M.S., Sidorov I.G., Proskurnin V.Y., Mirzoyeva N.Y., Bey O.N., Gulina L.V.","Deep-water profiling of 137Cs and 90Sr in the Black Sea: a further insight into dynamics of the post-Chernobyl radioactive contamination",2015,NA,"The A.O. Kovalevskiy Institute of Biology of the Southern Seas, Russian Academy of Sciences, 14, Leninskiy Av., Moscow, Russian Federation","2-s2.0-84939957732"
"44","Gvilava M., Bakuradze T., Gigineishvili A.","Easy to use tools for ICZM progress reporting and coastal indicators",2015,NA,"ICZM National Focal Point for Georgia, c/o GeoGraphic, 10 Bulachauri Street, Tbilisi, Georgia; Department of Geodesy and Geoinformatics, Georgian Technical University, Campus III, 77 Kostava Street, Tbilisi, Georgia; Chairman of Municipal Council, 37 Kostava Street, Lanchkhuti, Georgia","2-s2.0-84943200132"
"45","Lister C.J., Hiscott R.N., Aksu A.E., Mudie P.J.","Compositional trends through the Holocene mud succession of the southwestern Black Sea shelf: Implications for sedimentary provenance and water-level history",2015,NA,"Earth Sciences Department, Memorial University of Newfoundland, St. John's, NL, Canada; Geological Survey of Canada-Atlantic, Box 1002, Dartmouth, NS, Canada","2-s2.0-84919934563"
"46","Breton T.S., DiMaggio M.A., Sower S.A., Berlinsky D.L.","Brain aromatase (cyp19a1b) and gonadotropin releasing hormone (gnrh2 and gnrh3) expression during reproductive development and sex change in black sea bass (Centropristis striata)",2015,3,"Department of Biological Sciences, University of New Hampshire, 38 College Road, Durham, NH, United States; Center for Molecular and Comparative Endocrinology, University of New Hampshire, 46 College Road, Durham, NH, United States; Department of Molecular, Cellular and Biomedical Sciences, University of New Hampshire, 46 College Road, Durham, NH, United States; Tropical Aquaculture Laboratory, Program in Fisheries and Aquatic Sciences, School of Forest Resources and Conservation, Institute of Food and Agricultural Sciences, University of Florida, Ruskin, FL, United States","2-s2.0-84916244274"
