"X","Authors","Title","Year","Cited.by","Affiliations","EID","Affiliations2","City","County","CountyCode"
1053,"Surugiu V., Revkov N., Todorova V., Papageorgiou N., Valavanis V., Arvanitidis C.","Spatial patterns of biodiversity in the Black Sea: An assessment using benthic polychaetes",2010,8,"Alexandru Ioan Cuza University of Iasi, Faculty of Biology, Bd. Carol I, No. 20A, 700507 Iasi, Romania","2-s2.0-77953134052","alexandru ioan cuza university of iasi, faculty of biology, bd. carol i, no. 20a, 700507 iasi, romania","Iasi","Iasi","IS"
1055,"Rusu E.","Modelling of wave-current interactions at the mouths of the Danube",2010,36,"University 'Dunarea de Jos' of Galati, 47 Domneasca St., Galati 80008, Romania","2-s2.0-77955888328","university 'dunarea de jos' of galati, 47 domneasca st., galati 80008, romania","Galati","Galati","GL"
1056,"Romanescu G., Cojocaru I.","Hydrogeological considerations on the western sector of the danube delta - A case study for the caraorman and saraturile fluvial-marine levees (with similarities for the letea levee)",2010,15,"Alexandru Ioan Cuza University of Iasi, Faculty of Geography and Geology, Department of Geography, 1 Carol Blvd. 20A, 700505 Iasi, Romania","2-s2.0-77956964704","alexandru ioan cuza university of iasi, faculty of geography and geology, department of geography, 1 carol blvd. 20a, 700505 iasi, romania","Iasi","Iasi","IS"
1056,"Romanescu G., Cojocaru I.","Hydrogeological considerations on the western sector of the danube delta - A case study for the caraorman and saraturile fluvial-marine levees (with similarities for the letea levee)",2010,15,"Gheorghe Asachi Technical University of Iasi, Geodesy and Environmental Engineering, Department of Hydroamelioration of Environmental Protection, Bd. D. Mangeron 65, 700050, Romania","2-s2.0-77956964704","gheorghe asachi technical university of iasi, geodesy and environmental engineering, department of hydroamelioration of environmental protection, bd. d. mangeron 65, 700050, romania","Iasi","Iasi","IS"
1057,"Capraroiu D., Pehoiu G.","A type of urban genesis in Romanian outer-Carpathian area: The Genoan cities",2010,NA,"'Valahia' University of T<U+653C><U+3E32>rgoviste, D<U+653C><U+3E32>mbovita County, Romania","2-s2.0-79951476213","'valahia' university of t<U+653C><U+3E32>rgoviste, d<U+653C><U+3E32>mbovita county, romania","Targoviste","Dambovita","DB"
1066,"Vasile G.G., Tanase I.G.H., Dinu C.","The influence of the air-drying pretreatment of sediment samples for metallic element mobilities",2010,4,"National Research and Development Institute for Industrial Ecology ECOIND, 90-92 Road Panduri, 050663, Bucharest, Romania","2-s2.0-77952640547","national research and development institute for industrial ecology ecoind, 90-92 road panduri, 050663, bucharest, romania","Bucharest","Bucuresti","B"
1066,"Vasile G.G., Tanase I.G.H., Dinu C.","The influence of the air-drying pretreatment of sediment samples for metallic element mobilities",2010,4,"University of Bucharest, Faculty of Chemistry, Bucharest, Romania","2-s2.0-77952640547","university of bucharest, faculty of chemistry, bucharest, romania","Bucharest","Bucuresti","B"
1080,"Rusu L., Ivan A.","Modelling wind waves in the romanian coastal environment",2010,29,"Dunarea de Jos University of Galati, 47 Domneasca Street, 800008 Galati, Romania","2-s2.0-77956947839","dunarea de jos university of galati, 47 domneasca street, 800008 galati, romania","Galati","Galati","GL"
1086,"Constantinescu S., Giosan L., Vespremeanu-Stroe A.","A cartographical perspective to the engineering works at the Sulina mouth, the Danube Delta",2010,2,"University of Bucharest, Department of Geography, N. Balcescu No. 1, Bucharest, Romania","2-s2.0-77949436679","university of bucharest, department of geography, n. balcescu no. 1, bucharest, romania","Bucharest","Bucuresti","B"
1092,"Zoran L.F., Golovanov C.I., Zoran M.","Environmental changes assessment of coastal zones by fuzzy set theory",2010,NA,"University Politehnica of Bucharest, Electrical Engineering Faculty, Electrical Measurements Dept., Bucharest, 77206, Romania","2-s2.0-76749100761","university politehnica of bucharest, electrical engineering faculty, electrical measurements dept., bucharest, 77206, romania","Bucharest","Bucuresti","B"
1092,"Zoran L.F., Golovanov C.I., Zoran M.","Environmental changes assessment of coastal zones by fuzzy set theory",2010,NA,"National Institute of R and D for Optoelectronics, Remote Sensing Dept., MG5 Bucharest-Magurele, 077125, Romania","2-s2.0-76749100761","national institute of r and d for optoelectronics, remote sensing dept., mg5 bucharest-magurele, 077125, romania","Bucharest","Bucuresti","B"
1093,"Zoran M., Zoran L.F., Golovanov C.I.","Opto-spectral assessment of North-Western Black Sea coastal zone changes by satellite imagery",2010,NA,"National Institute of R and D for Optoelectronics, Remote Sensing Dept., MG5 Bucharest-Magurele, 077125, Romania","2-s2.0-76749113450","national institute of r and d for optoelectronics, remote sensing dept., mg5 bucharest-magurele, 077125, romania","Bucharest","Bucuresti","B"
1093,"Zoran M., Zoran L.F., Golovanov C.I.","Opto-spectral assessment of North-Western Black Sea coastal zone changes by satellite imagery",2010,NA,"University Politehnica of Bucharest, Electrical Engineering Faculty, Electrical Measurements Dept., Bucharest, 77206, Romania","2-s2.0-76749113450","university politehnica of bucharest, electrical engineering faculty, electrical measurements dept., bucharest, 77206, romania","Bucharest","Bucuresti","B"
1095,"Vosniakos F., Petre J., Pascu L., Vasile G., Iancu V., Staniloae D., Nicolau M., Cruceru L., Golumbeanu M.","Aquatic ecosystem quality assessment of the danube delta in the periods April-October 2007 and 2008",2010,7,"National Research and Development Institute for Industrial Ecology - ECOIND, 90-92 Sos. Panduri, 050663, Bucharest, sector 5, Romania","2-s2.0-76649111408","national research and development institute for industrial ecology - ecoind, 90-92 sos. panduri, 050663, bucharest, sector 5, romania","Bucharest","Bucuresti","B"
1095,"Vosniakos F., Petre J., Pascu L., Vasile G., Iancu V., Staniloae D., Nicolau M., Cruceru L., Golumbeanu M.","Aquatic ecosystem quality assessment of the danube delta in the periods April-October 2007 and 2008",2010,7,"Grigore Antipa National Institute of Marine Research and Development - NIMRD, 300 Mamaia Blvd., 8700, Constantza, Romania","2-s2.0-76649111408","grigore antipa national institute of marine research and development - nimrd, 300 mamaia blvd., 8700, constantza, romania","Constanta","Constanta","CT"
1108,"Micu D., Nita V., Todorova V.","First record of the Japanese shore crab Hemigrapsus sanguineus (de Haan, 1835) (Brachyura: Grapsoidea: Varunidae) from the Black Sea",2010,9,"National Institute for Marine Research and Development 'Grigore Antipa', 900581 Constanta, Romania","2-s2.0-80053950515","national institute for marine research and development 'grigore antipa', 900581 constanta, romania","Constanta","Constanta","CT"
1130,"Maheras P., Tolika K., Chiotoroiu B.","Atmospheric circulation types associated with storms on the Romanian black sea coast. Applicaton of a new automated scheme",2009,NA,"Brindusa Chiotoroiu, Constanta Maritime University, no. 104, Mircea cel Batr<U+653C><U+3E32>n str., 900663 Constanta, Romania","2-s2.0-74549152168","brindusa chiotoroiu, constanta maritime university, no. 104, mircea cel batr<U+653C><U+3E32>n str., 900663 constanta, romania","Constanta","Constanta","CT"
1131,"Savu H.","Considerations about the strategical analysis of the conflicts in the extended Black Sea Area [Consideratii privind analiza strategica a conflictelor din zona extinsa a Marii Negre]",2009,NA,"Universitatea Lucian Blaga din Sibiu, Facultatea de Stiinte Politice, Relatii Internationale si Studii Europene, Romania","2-s2.0-77950823535","universitatea lucian blaga din sibiu, facultatea de stiinte politice, relatii internationale si studii europene, romania","Sibiu","Sibiu","SB"
1136,"Stoica E.","Application of T-RFLP analysis to the study of the coastal Black Sea bacterioplankton",2009,1,"Department of Ecology and Environment Protection, National Institute for Marine Research and Development Grigore Antipa, Constanta, Romania","2-s2.0-77951653383","department of ecology and environment protection, national institute for marine research and development grigore antipa, constanta, romania","Constanta","Constanta","CT"
1147,"Dudu A., Georgescu S.E., Dinischiotu A., Costache M.","Four new polymorphisms of the mitochondrial gene cytochrome b in the beluga sturgeon (Huso huso) from the Black Sea",2009,2,"University of Bucharest, Molecular Biology Center, 91-95 Splaiul Independentei, 5 Bucharest, Romania","2-s2.0-70449331467","university of bucharest, molecular biology center, 91-95 splaiul independentei, 5 bucharest, romania","Bucharest","Bucuresti","B"
1148,"Tanase A.-M., Vassu T., Trasca C., Stoica I.","In situ visualization of natural microbial communities in black sea coastal shelf sediments",2009,1,"Faculty of Biology, University of Bucharest, Bucharest, Romania","2-s2.0-70449397005","faculty of biology, university of bucharest, bucharest, romania","Bucharest","Bucuresti","B"
1149,"Langmead O., McQuatters-Gollop A., Mee L.D., Friedrich J., Gilbert A.J., Gomoiu M.-T., Jackson E.L., Knudsen S., Minicheva G., Todorova V.","Recovery or decline of the northwestern Black Sea: A societal choice revealed by socio-ecological modelling",2009,34,"National Institute for Marine Geology and Geoecology GEOECOMAR, 304 Bd. Mamaia, Constanta, 8700, Romania","2-s2.0-64949154210","national institute for marine geology and geoecology geoecomar, 304 bd. mamaia, constanta, 8700, romania","Constanta","Constanta","CT"
1150,"Savu G.","Using the Black Sea as airspace for satellites launching",2009,NA,"National Institute of Turbomachinery - COMOTI, Bd. luliu Maniu 220, 061126 Bucharest, Romania","2-s2.0-70350414445","national institute of turbomachinery - comoti, bd. luliu maniu 220, 061126 bucharest, romania","Bucharest","Bucuresti","B"
1158,"Cociasu A., Varga L., Lazar L., Vasiliu D.","Recent data concerning evolution of the eutrophication level indicators in Romanian seawater",2009,6,"Grigore Antipa National Institute, Marine Research and Development, 300 Mamaia Blvd., 900-581 Constantza, Romania","2-s2.0-70350334115","grigore antipa national institute, marine research and development, 300 mamaia blvd., 900-581 constantza, romania","Constanta","Constanta","CT"
1158,"Cociasu A., Varga L., Lazar L., Vasiliu D.","Recent data concerning evolution of the eutrophication level indicators in Romanian seawater",2009,6,"Ministry of Environment and Sustainable Development, 12 Libertatii Blvd., Bucharest, Romania","2-s2.0-70350334115","ministry of environment and sustainable development, 12 libertatii blvd., bucharest, romania","Bucharest","Bucuresti","B"
1164,"Cranganu C., Villa M.A., Saramet M., Zakharova N.","Petrophysical characteristics of source and reservoir rocks in the Histria Basin, Western Black Sea",2009,2,"Al. I. Cuza University, Faculty of Geography and Geology, Iasi, Romania","2-s2.0-70349962979","al. i. cuza university, faculty of geography and geology, iasi, romania","Iasi","Iasi","IS"
1166,"Teodorof L., Nastase C., Anuti I.","The study of heavy metals transfer factors on different types of aquatic vegetation",2009,NA,"Danube Delta National Institute for Research and Development, Str. Babadag, Nr.1, RO 820112, Tulcea, Romania","2-s2.0-70349192724","danube delta national institute for research and development, str. babadag, nr.1, ro 820112, tulcea, romania","Tulcea","Tulcea","TL"
1169,"Rusu E.","Wave energy assessments in the Black Sea",2009,50,"University 'Dunarea de Jos' of Galati, 55 Domneasca Str., 800008 Galati, Romania","2-s2.0-69249108697","university 'dunarea de jos' of galati, 55 domneasca str., 800008 galati, romania","Galati","Galati","GL"
1177,"Todorova V., Micu D., Klisurov L.","Unique oyster reefs discovered in the Bulgarian Black Sea",2009,1,"National Institute for Marine Research and Development, Grigore Antipa 300, Mamaia Blvd, 900581 Constanta, Romania","2-s2.0-69149099839","national institute for marine research and development, grigore antipa 300, mamaia blvd, 900581 constanta, romania","Constanta","Constanta","CT"
1178,"Zoran L.F.","Quality evaluation of multiresolution remote sensing images fusion",2009,1,"Romastru Trading Department, Bucharest, Romania","2-s2.0-68949168915","romastru trading department, bucharest, romania","Bucharest","Bucuresti","B"
1183,"Teodorof L., Nastase C., Anuti I., Stroe M.","The application of flow injection technology to automating cold vapor mercury analyses in aquatic ecosystems",2009,2,"Tehchniques Highschool Henry Coanda, Str. Tineretului, nr.2, Tulcea, Romania","2-s2.0-67749147001","tehchniques highschool henry coanda, str. tineretului, nr.2, tulcea, romania","Tulcea","Tulcea","TL"
1194,"Dan S., Stive M.J.F., Walstra D.-J.R., Panin N.","Wave climate, coastal sediment budget and shoreline changes for the Danube Delta",2009,25,"National Institute of Marine Geology and Geoecology-GeoEcoMar, 23-25, Dimitrie Onciul Street, sector 2, RO-024053 Bucharest, Romania","2-s2.0-67349189448","national institute of marine geology and geoecology-geoecomar, 23-25, dimitrie onciul street, sector 2, ro-024053 bucharest, romania","Bucharest","Bucuresti","B"
1199,"Badescu V.","Asteroid impacts or nuclear explosions in the northern part of black sea and risks for poisoning the Inland population",2009,NA,"Candida Oancea Institute, Polytechnic University of Bucharest, Spl. Independentei 313, Bucharest 060042, Romania","2-s2.0-66249091252","candida oancea institute, polytechnic university of bucharest, spl. independentei 313, bucharest 060042, romania","Bucharest","Bucuresti","B"
1201,"Stanica A., Panin N.","Present evolution and future predictions for the deltaic coastal zone between the Sulina and Sf. Gheorghe Danube river mouths (Romania)",2009,15,"National Institute of Marine Geology and Geoecology - GeoEcoMar, Sect. 2, Str. Dimitrie Onciul 23-25, Bucharest, Romania","2-s2.0-64249144407","national institute of marine geology and geoecology - geoecomar, sect. 2, str. dimitrie onciul 23-25, bucharest, romania","Bucharest","Bucuresti","B"
1203,"Duliu O.G., Cristache C., Oaie G., Culicov O.A., Frontasyeva M.V., Toma M.","ENAA Studies of pollution in anoxic Black Sea sediments",2009,8,"University of Bucharest, Department of Atomic and Nuclear Physics, Magurele, P.O. Box MG-11, 077125 Magurele (Ilfov), Romania","2-s2.0-67349157594","university of bucharest, department of atomic and nuclear physics, magurele, p.o. box mg-11, 077125 magurele (ilfov), romania","Bucharest","Bucuresti","B"
1203,"Duliu O.G., Cristache C., Oaie G., Culicov O.A., Frontasyeva M.V., Toma M.","ENAA Studies of pollution in anoxic Black Sea sediments",2009,8,"Horia Hulubei National Institute for Physics and Nuclear Engineering, Magurele, P.O. Box MG-6, 077125 Magurele (Ilfov), Romania","2-s2.0-67349157594","horia hulubei national institute for physics and nuclear engineering, magurele, p.o. box mg-6, 077125 magurele (ilfov), romania","Magurele","Ilfov","IF"
1203,"Duliu O.G., Cristache C., Oaie G., Culicov O.A., Frontasyeva M.V., Toma M.","ENAA Studies of pollution in anoxic Black Sea sediments",2009,8,"National Institute of Marine Geoecology and Geology, 23-25 Dimitrie Onciu Street, Bucharet 024504, Romania","2-s2.0-67349157594","national institute of marine geoecology and geology, 23-25 dimitrie onciu street, bucharet 024504, romania","Bucharest","Bucuresti","B"
1239,"Micu D., Nita V.","First record of the Asian prawn Palaemon macrodactylus Rathbun, 1902 (Caridea: Palaemonoidea: Palaemonidae) from the Black Sea",2009,15,"National Institute for Marine Research and Development 'Grigore Antipa', Constanta 900581, Romania","2-s2.0-80053982751","national institute for marine research and development 'grigore antipa', constanta 900581, romania","Constanta","Constanta","CT"
1251,"Sangiorgio F., Dragan S., Rosati I., Teodorof L., Staras M., Georgescu L., Basset A.","Decomposition of reed swamp detritus in the Danube Delta: A case study of four eutrophic systems",2008,1,"Faculty of Sciences 'Dunarea de Jos', University of Galati, 800008 Galati, Romania","2-s2.0-84887079640","faculty of sciences 'dunarea de jos', university of galati, 800008 galati, romania","Galati","Galati","GL"
1251,"Sangiorgio F., Dragan S., Rosati I., Teodorof L., Staras M., Georgescu L., Basset A.","Decomposition of reed swamp detritus in the Danube Delta: A case study of four eutrophic systems",2008,1,"Danube Delta National Institute for Research and Development, 820112 Tulcea, Romania","2-s2.0-84887079640","danube delta national institute for research and development, 820112 tulcea, romania","Tulcea","Tulcea","TL"
1252,"Krecs<e1>k L., Zamfirescu S.","Vipera (Acridophaga) ursinii in Romania: historical and present distribution",2008,7,"Universitatea Al. I. Cuza, Faculty of Biology, Carol I, 20A, 700505, Iasi, Romania","2-s2.0-63849290330","universitatea al. i. cuza, faculty of biology, carol i, 20a, 700505, iasi, romania","Iasi","Iasi","IS"
1254,"Surugiu V.","Zoogeographical origin of the polychaete fauna of the Black and Azov seas",2008,NA,"Universitatea Alexandru Ioan Cuza, Facultatea de Biologie, B-dul Carol 1, no. 20A, 700507 Iasi, Romania","2-s2.0-58049201807","universitatea alexandru ioan cuza, facultatea de biologie, b-dul carol 1, no. 20a, 700507 iasi, romania","Iasi","Iasi","IS"
1273,"Zoran L.F.V., Golovanov C.I., Zoran M.A.","Multispectral and multitemporal satellite data fusion for coastal zone dynamics assessment",2008,1,"University Politechnica of Bucharest, Electrical Engineering Faculty, Electrical Measurements Dept., Bucharest 77206, Romania","2-s2.0-62449295285","university politechnica of bucharest, electrical engineering faculty, electrical measurements dept., bucharest 77206, romania","Bucharest","Bucuresti","B"
1273,"Zoran L.F.V., Golovanov C.I., Zoran M.A.","Multispectral and multitemporal satellite data fusion for coastal zone dynamics assessment",2008,1,"National Institute of R and D for Optoelectronics, Remote Sensing Dept., MG5 Bucharest - Magurele, 077125, Romania","2-s2.0-62449295285","national institute of r and d for optoelectronics, remote sensing dept., mg5 bucharest - magurele, 077125, romania","Bucharest","Bucuresti","B"
1313,"Coops H., Buijse L.L., Buijse A.D., Constantinescu A., Covaliov S., Hanganu J., Ibelings B.W., Menting G., Navodaru I., Oosterberg W., Staras M., T<f6>r<f6>k L.","Trophic gradients in a large-river delta: Ecological structure determined by connectivity gradients in the Danube delta (Romania)",2008,17,"DDNI, 165 Babadag Str., 820112 Tulcea, Romania","2-s2.0-47249113038","ddni, 165 babadag str., 820112 tulcea, romania","Tulcea","Tulcea","TL"
1314,"Mihai S.A., Georgescu I.I.","Contributions to the database concerning the radioactivity of the Danube River and the black sea coast Romanian sector",2008,NA,"University Politehnica of Bucharest, Faculty of Applied Chemistry and Material Science, 132 Calea Grivitei, 010707, Bucharest, Romania","2-s2.0-50649119491","university politehnica of bucharest, faculty of applied chemistry and material science, 132 calea grivitei, 010707, bucharest, romania","Bucharest","Bucuresti","B"
1317,"Badescu V.","Risks for poisoning of coastal and inland population due to asteroid impacts in Southern regions of Black Sea",2008,4,"Candida Oancea Institute, Polytechnic University of Bucharest, Spl. Independentei 313, 79590 Bucharest, Romania","2-s2.0-42549097405","candida oancea institute, polytechnic university of bucharest, spl. independentei 313, 79590 bucharest, romania","Bucharest","Bucuresti","B"
1333,"Vosniakos F., Vasile G., Petre J., Cruceru I., Nicolau M., Mitrita M., Iancu V., Cruceru L.","The evolution of the physical-chemical quality state of the Danube Delta aquatic ecosystem in the period May-October 2005/2006",2008,3,"National Research and Development Institute for Industrial Ecology - ECOIND, 90-92 Sos. Panduri, 050663, Bucharest, Romania","2-s2.0-40649102207","national research and development institute for industrial ecology - ecoind, 90-92 sos. panduri, 050663, bucharest, romania","Bucharest","Bucuresti","B"
1333,"Vosniakos F., Vasile G., Petre J., Cruceru I., Nicolau M., Mitrita M., Iancu V., Cruceru L.","The evolution of the physical-chemical quality state of the Danube Delta aquatic ecosystem in the period May-October 2005/2006",2008,3,"University of Bucharest, Faculty of Chemistry, 90-92 Sos. Panduri, Bucharest, Romania","2-s2.0-40649102207","university of bucharest, faculty of chemistry, 90-92 sos. panduri, bucharest, romania","Bucharest","Bucuresti","B"
1366,"Stanica A., Dan S., Ungureanu V.G.","Coastal changes at the Sulina mouth of the Danube River as a result of human activities",2007,33,"National Institute of Marine Geology and Geoecology - GeoEcoMar, St. Dimitrie Onciul 23-25, Sector 2, 70318 Bucharest, Romania","2-s2.0-36549011251","national institute of marine geology and geoecology - geoecomar, st. dimitrie onciul 23-25, sector 2, 70318 bucharest, romania","Bucharest","Bucuresti","B"
1366,"Stanica A., Dan S., Ungureanu V.G.","Coastal changes at the Sulina mouth of the Danube River as a result of human activities",2007,33,"Faculty of Geology and Geophysics, University of Bucharest, Street Traian Vuia No. 6, Sector 2, 70139 Bucharest, Romania","2-s2.0-36549011251","faculty of geology and geophysics, university of bucharest, street traian vuia no. 6, sector 2, 70139 bucharest, romania","Bucharest","Bucuresti","B"
1380,"Zoran L.F.V., Golovanov C.I., Zoran M.A.","A threshold method for coastal line feature extraction from optical satellite imagery",2007,NA,"University Politechnica of Bucharest, Electrical Engineering Faculty, Electrical Measurements Dept., Bucharest 77206, Romania","2-s2.0-40749132100","university politechnica of bucharest, electrical engineering faculty, electrical measurements dept., bucharest 77206, romania","Bucharest","Bucuresti","B"
1380,"Zoran L.F.V., Golovanov C.I., Zoran M.A.","A threshold method for coastal line feature extraction from optical satellite imagery",2007,NA,"National Institute of R and D for Optoelectronics, Remote Sensing Dept., MG5 Bucharest -Magurele, 077125, Romania","2-s2.0-40749132100","national institute of r and d for optoelectronics, remote sensing dept., mg5 bucharest -magurele, 077125, romania","Bucharest","Bucuresti","B"
1385,"Vespremeanu-Stroe A., Constantinescu S., Tatui F., Giosan L.","Multi-decadal evolution and north Atlantic oscillation influences on the dynamics of the Danube delta shoreline",2007,22,"Faculty of Geography, University of Bucharest, 01004 Bucharest, Romania","2-s2.0-76449115961","faculty of geography, university of bucharest, 01004 bucharest, romania","Bucharest","Bucuresti","B"
1386,"Badescu V.","Poisonous effects of asteroid impacts or nuclear explosions in the western regions of the Black Sea",2007,2,"Candida Oancea Institute, Polytechnic University of Bucharest, Spl. Independentei 313, Bucharest 79590, Romania","2-s2.0-66249107229","candida oancea institute, polytechnic university of bucharest, spl. independentei 313, bucharest 79590, romania","Bucharest","Bucuresti","B"
1401,"Badescu V.","Release of hydrogen sulfide by asteroid impacts in Black Sea and risks for inland human population",2007,7,"Candida Oancea Institute, Polytechnic University of Bucharest, Spl. Independentei 313, Bucharest 060042, Romania","2-s2.0-34548793540","candida oancea institute, polytechnic university of bucharest, spl. independentei 313, bucharest 060042, romania","Bucharest","Bucuresti","B"
1406,"Stoica E., Herndl G.J.","Bacterioplankton community composition in nearshore waters of the NW Black Sea during consecutive diatom and coccolithophorid blooms",2007,11,"Department of Ecology and Environment Protection, National Institute for Marine Research and Development Grigore Antipa, Mamaia 300, RO-900581, Constanta, Romania","2-s2.0-35148813681","department of ecology and environment protection, national institute for marine research and development grigore antipa, mamaia 300, ro-900581, constanta, romania","Constanta","Constanta","CT"
1408,"Banaru D., Harmelin-Vivien M., Gomoiu M.-T., Onciu T.-M.","Influence of the Danube River inputs on C and N stable isotope ratios of the Romanian coastal waters and sediment (Black Sea)",2007,22,"Ovidius University of Constanta, 124 bd. Mamaia, 900527 Constanta, Romania","2-s2.0-35548936987","ovidius university of constanta, 124 bd. mamaia, 900527 constanta, romania","Constanta","Constanta","CT"
1432,"Vespremeanu-Stroe A., Preoteasa L.","Beach-dune interactions on the dry-temperate Danube delta coast",2007,15,"Faculty of Geography, Bucharest University, 1 Bd. N. Balcescu, Bucharest, 01004, Romania","2-s2.0-34047252547","faculty of geography, bucharest university, 1 bd. n. balcescu, bucharest, 01004, romania","Bucharest","Bucuresti","B"
1446,"Schuiling R.D., Cathcart R.B., Badescu V., Isvoranu D., Pelinovsky E.","Asteroid impact in the Black Sea. Death by drowning or asphyxiation?",2007,19,"Candida Oancea Institute of Solar Energy, Faculty of Mechanical Engineering, Polytechnic University of Bucharest, Spl. Independentei 313, Bucharest 79590, Romania","2-s2.0-33846354979","candida oancea institute of solar energy, faculty of mechanical engineering, polytechnic university of bucharest, spl. independentei 313, bucharest 79590, romania","Bucharest","Bucuresti","B"
1446,"Schuiling R.D., Cathcart R.B., Badescu V., Isvoranu D., Pelinovsky E.","Asteroid impact in the Black Sea. Death by drowning or asphyxiation?",2007,19,"Faculty of Mechanical Engineering, Polytechnic University of Bucharest, Spl. Independentei 313, Bucharest 79590, Romania","2-s2.0-33846354979","faculty of mechanical engineering, polytechnic university of bucharest, spl. independentei 313, bucharest 79590, romania","Bucharest","Bucuresti","B"
1447,"Badescu V.","Asteroid impacts or nuclear explosions in the Black Sea may lead to poisoning of the coastal population",2007,1,"Candida Oancea Institute, Polytechnic University of Bucharest, Spl. Independentei 313, Bucharest 79590, Romania","2-s2.0-33847680947","candida oancea institute, polytechnic university of bucharest, spl. independentei 313, bucharest 79590, romania","Bucharest","Bucuresti","B"
1465,"Zoran L.F.V., Golovanov C., Zoran M.A.","Multisensor image fusion for Romanian Black Sea coastal zone analysis",2006,2,"University Politechnica of Bucharest, Electrical Engineering Faculty, Electrical Measurements Dept., Bucharest 77206, Romania","2-s2.0-33751422880","university politechnica of bucharest, electrical engineering faculty, electrical measurements dept., bucharest 77206, romania","Bucharest","Bucuresti","B"
1465,"Zoran L.F.V., Golovanov C., Zoran M.A.","Multisensor image fusion for Romanian Black Sea coastal zone analysis",2006,2,"National Institute of R and D for Optoelectronics, Remote Sensing Dept., MG5 Bucharest -Magurele, 077125, Romania","2-s2.0-33751422880","national institute of r and d for optoelectronics, remote sensing dept., mg5 bucharest -magurele, 077125, romania","Bucharest","Bucuresti","B"
1494,"Sch<f6>nb<e4>ck W., Behrendt H., Fr<f6>schl L., Manea D., Pierrard R., Quendler E.","Cost-effectiveness of measures in agriculture to reduce the nitrogen load flowing via the Danube River into the Black Sea - A comparison of Austria, Hungary and Romania",2006,NA,"Research and Development Institute for Agricultural Economy, B-dul Marasti nr.59, Bucharest, Romania","2-s2.0-33747604836","research and development institute for agricultural economy, b-dul marasti nr.59, bucharest, romania","Bucharest","Bucuresti","B"
1506,"Yilmaz A., <c7>oban-Yildiz Y., Telli-Karako<e7> F., Bologa A.","Surface and mid-water sources of organic carbon by photoautotrophic and chemoautotrophic production in the Black Sea",2006,22,"National Institute for Marine Research and Development, Grigore Antipa, Constanta, Romania","2-s2.0-33749074229","national institute for marine research and development, grigore antipa, constanta, romania","Constanta","Constanta","CT"
1517,"Vosniakos F., Petre J., Gabriela V., Cruceru L., Nicolau M., Mitrita M., Iancu V., Cruceru I.","Evaluation of the physical-chemical quality state of the Danube Delta aquatic ecosystem during the period 2003-2004",2006,6,"National Research and Development Institute for Industrial Ecology, 90-92 Sos.Panduri, 050663, Bucharest, Romania","2-s2.0-33744502372","national research and development institute for industrial ecology, 90-92 sos.panduri, 050663, bucharest, romania","Bucharest","Bucuresti","B"
1517,"Vosniakos F., Petre J., Gabriela V., Cruceru L., Nicolau M., Mitrita M., Iancu V., Cruceru I.","Evaluation of the physical-chemical quality state of the Danube Delta aquatic ecosystem during the period 2003-2004",2006,6,"University of Bucharest, Faculty of Chemistry, B-dul. N. Balcescu 1, Bucharest 0700, Romania","2-s2.0-33744502372","university of bucharest, faculty of chemistry, b-dul. n. balcescu 1, bucharest 0700, romania","Bucharest","Bucuresti","B"
1526,"Popescu I., De Batist M., Lericolais G., Nouz<e9> H., Poort J., Panin N., Versteeg W., Gillet H.","Multiple bottom-simulating reflections in the Black Sea: Potential proxies of past climate conditions",2006,37,"GeoEcoMar Bucharest, Str. D. Onciul 23-25, RO-024053, Romania","2-s2.0-33644751227","geoecomar bucharest, str. d. onciul 23-25, ro-024053, romania","Bucharest","Bucuresti","B"
1529,"Covaci A., Gheorghe A., Hulea O., Schepens P.","Levels and distribution of organochlorine pesticides, polychlorinated biphenyls and polybrominated diphenyl ethers in sediments and biota from the Danube Delta, Romania",2006,97,"Department of Analytical Chemistry, Faculty of Chemistry, University of Bucharest, Soseaua Panduri 90-92, 050663 Bucharest, Romania","2-s2.0-30144442386","department of analytical chemistry, faculty of chemistry, university of bucharest, soseaua panduri 90-92, 050663 bucharest, romania","Bucharest","Bucuresti","B"
1529,"Covaci A., Gheorghe A., Hulea O., Schepens P.","Levels and distribution of organochlorine pesticides, polychlorinated biphenyls and polybrominated diphenyl ethers in sediments and biota from the Danube Delta, Romania",2006,97,"Romanian Ornithological Society, 16 Marasti Avenue, 323+324, 011466 Bucharest, Romania","2-s2.0-30144442386","romanian ornithological society, 16 marasti avenue, 323+324, 011466 bucharest, romania","Bucharest","Bucuresti","B"
1534,"Zoran M., Anderson E.","The use of multi-temporal and multispectral satellite data for change detection analysis of the Romanian Black Sea coastal zone",2006,11,"National Institute R and D for Optoelectronics, Bucharest-Magurele, MG-5, 077125, Romania","2-s2.0-33646001451","national institute r and d for optoelectronics, bucharest-magurele, mg-5, 077125, romania","Bucharest","Bucuresti","B"
1542,"Dumitrescu D., Schilk G., Niculescu M.","Logistics issues for the integration of inland waterway and martitime transport in the Danube-black sea region",2006,NA,"Romanian Intelligent Transport Systems Implementation Organisation-ITS Romania, Corp Transporturi JE 008, 313, Splaiul Independentei St., Bucharest, Romania","2-s2.0-84950168425","romanian intelligent transport systems implementation organisation-its romania, corp transporturi je 008, 313, splaiul independentei st., bucharest, romania","Bucharest","Bucuresti","B"
